id,name,type,role,sex,Showkategorie,Charts,Platz,Spotify,Instagram
nj,Ningyuan Jiang,1,5,2,-1,1,-1,-1,-1
sad,Samuel Dick,1,5,2,-1,1,-1,-1,-1
sq,Scott Quinn,1,5,2,-1,1,-1,209005,17300
ds,Daniel Schaub,1,5,2,-1,1,-1,-1,-1
fg,Florian Grießmann,1,5,2,-1,1,-1,-1,-1
os,Oli Som,1,5,2,-1,1,-1,-1,2809
du,Derek Ullenboom,1,5,2,-1,1,-1,-1,1384
je,Jeoff Harris,1,5,2,-1,1,-1,-1,-1
gag,Gaby Gerlis,1,5,1,-1,1,-1,-1,3013
jah,James Hersey,1,5,2,-1,2,-1,359841,48500
seav,Sean Van Vleet,1,5,2,-1,1,-1,-1,-1
cw,Carsten Wegener,1,5,2,-1,1,-1,258,-1
th,Timo Hohnholz,1,5,2,-1,1,-1,291,225
af,Andre Fischer,1,5,2,-1,1,-1,2735,4404
las,Lars Schmidt,1,5,2,-1,1,-1,1581,-1
alk,Alai K,1,5,2,-1,1,-1,220,-1
paub,Paul Berberich,1,5,2,-1,1,-1,16,-1
tomg,Tom Gatza,1,5,2,-1,1,-1,1447,1131
jobi,Jörn Bielfeldt ,1,5,2,-1,1,-1,430,913
abk,Abdalla Khamis,1,5,2,-1,1,-1,-1,-1
emb,Emanuel Bender,1,5,2,-1,1,-1,39,-1
vav,Valquire Veljkovic,1,5,2,-1,1,-1,3,804
dah,David Häuser,1,5,2,-1,1,-1,-1,-1
frr,Fabrice Richter-Reichhelm,1,5,2,-1,1,-1,1830,2680
ln,Lisa Nicklisch,1,5,1,-1,1,-1,-1,-1
vm,Victoria Mertsch,1,5,1,-1,1,-1,-1,-1
dae,David Anthony Eames,1,5,2,-1,1,-1,-1,13
enp,Enrico Palmosi,1,5,2,-1,1,-1,-1,3397
vdp,Valeria Del Prete,1,5,1,-1,1,-1,-1,-1
bri,Brix Buchmann,1,5,2,-1,1,-1,22,3248
tost,Tobias Stenkaer,1,5,2,-1,1,-1,240,1127
jeb,Jesper Borgen,1,5,2,-1,1,-1,1725,6082
tog,Toby Gad ,1,5,2,-1,1,-1,246430,21600
pb,Phil Bentley ,1,5,2,-1,1,-1,102,1021
joss,Joshua Sudduth,1,5,2,-1,1,-1,-1,-1
mac,Mary Beth Current,1,5,1,-1,1,-1,-1,-1
epp,Eppic,1,5,2,-1,1,-1,8567,-1
jae,Jason Eps,1,5,2,-1,1,-1,-1,-1
scv,SCVN,1,5,2,-1,1,-1,28186,-1
maw,Marcus Westvik,1,5,2,-1,1,-1,-1,2104
rhf,Rhys Fletcher,1,5,2,-1,1,-1,1215,1758
rp,Reed Pittman,1,5,2,-1,1,-1,27907,2350
dala,David Lagerweij,1,5,2,-1,1,-1,-1,838
anh,Andrew Hannigan,1,5,2,-1,1,-1,-1,-1
pf,Paul Freeman,1,5,2,-1,1,-1,5844,-1
jks,Janusz Korczak Schule,1,5,2,-1,1,-1,11,-1
anhu,Ansgar Huppertz,1,5,2,-1,1,-1,-1,-1
div,Diviners,1,5,2,-1,1,-1,625685,9816
dv,Daniel Volpe,1,5,2,-1,1,-1,-1,-1
kapa,Kamil Pankowski,1,5,2,-1,1,-1,138,-1
jhl,Jan Heinrich Leube,1,5,2,-1,1,-1,-1,-1
doh,Dominik Heidinger,1,5,2,-1,1,-1,-1,-1
mige,Michael Germer,1,5,2,-1,1,-1,-1,1094
stk,Stefan Kahne,1,5,2,-1,1,-1,-1,3551
chh,Charming Horses,1,5,2,-1,2,-1,1100000,11900
cn,Christian Neander,1,5,2,-1,1,-1,-1,1446
daf,Daniel Faust,1,5,2,-1,1,-1,-1,-1
maga,Martin Gallop,1,5,2,-1,1,-1,601590,-1
pp,Peter Plate,1,5,2,-1,2,-1,3600000,14300
uls,Ulf Leo Sommer,1,5,2,-1,1,-1,3500000,2286
brs,Brady Swenson,1,5,2,-1,1,-1,-1,-1
stc,Stuart Crichton,1,5,2,-1,1,-1,29846,-1
ando,Andrew Dorff,1,5,2,-1,1,-1,120,-1
tle,Tommy Lee James,1,5,2,-1,1,-1,-1,773
gvm,Guido von Monrath,1,5,2,-1,1,-1,-1,-1
lasa,Laila Samuels,1,5,1,-1,1,-1,2978,1834
monra,Monrath,1,5,2,-1,1,-1,14931,1200
thd,Thomas Deininger,1,5,2,-1,1,-1,-1,-1
lat,Lawrence Taylor,1,5,2,-1,1,-1,22391,3966
olm,Olle Markensten,1,5,2,-1,1,-1,-1,643
paa,Pat Anthony,1,5,2,-1,1,-1,445,2527
thh,Thoms Hein,1,5,2,-1,1,-1,-1,-1
mawe,Maik Wetzel,1,5,2,-1,1,-1,-1,373
mabo,Martin Bosch,1,5,2,-1,1,-1,-1,-1
maro,Martin Rödiger,1,5,2,-1,1,-1,-1,-1
jaki,Jan Klinkenberg,1,5,2,-1,1,-1,-1,2295
phs,Phil Speiser,1,5,2,-1,1,-1,596,45300
ck,Christoph Koterzina,1,5,2,-1,1,-1,-1,-1
pab,Paddy Bohr,1,5,2,-1,1,-1,-1,733
ne,Niklas Esser,1,5,2,-1,1,-1,-1,816
pw,Patrick Wörner,1,5,2,-1,1,-1,-1,2136
list,listentojules,1,5,1,-1,1,-1,2389,4571
jul,Julian Losigkeit,1,5,2,-1,1,-1,-1,927
dohe,Dominik Hecker,1,5,2,-1,1,-1,-1,476
nf,Nico Feelisch,1,5,2,-1,1,-1,-1,1568
sil,Silbermond,2,5,3,-1,4,-1,879043,276000
jor,Johannes Reinhuber,1,5,2,-1,1,-1,-1,1322
maxg,Max Grund,1,5,2,-1,1,-1,-1,13900
phw,Philipp Walker,1,5,2,-1,1,-1,-1,968
tov,Toni Vice,1,5,2,-1,1,-1,6593,2399
dvk,Derek von Krogh,1,5,2,-1,1,-1,324,-1
ja,John Andrews,1,5,2,-1,1,-1,650,-1
mab,Marcus Brosch,1,5,2,-1,1,-1,-1,58
chi,Chimera State,1,5,2,-1,1,-1,1748,316
nih,Nicklas Hollas,1,5,2,-1,1,-1,-1,305
frf,Friends From School,1,5,2,-1,1,-1,-1,205
jao,Jaro Omar,1,5,2,-1,1,-1,-1,2472
log,Loren Geerts,1,5,1,-1,1,-1,-1,-1
ribe,Ricardo Bettiol,1,5,2,-1,1,-1,-1,1327
pef,Peter Freundenthaler,1,5,2,-1,1,-1,996,1896
ib,Inga Brock,1,5,1,-1,1,-1,-1,-1
vz,Vilko Zanki,1,5,2,-1,1,-1,-1,-1
ez,Edo Zanki,1,5,2,-1,1,-1,860,-1
hu,Hans Umschaden,1,5,2,-1,1,-1,-1,-1
mapo,Maury Pozzi,1,5,2,-1,1,-1,-1,796
anka,Ana Kalandadze,1,5,1,-1,1,-1,-1,11700
irs,Irakli Sanaia,1,5,2,-1,1,-1,-1,-1
moa,Morris Albert,1,5,2,-1,1,-1,405776,-1
ads,Adam Schmalholz,1,5,2,-1,1,-1,3196,-1
tij,Tim James,1,5,2,-1,1,-1,17601,-1
daw,Daniel Wierzceiko,1,5,2,-1,1,-1,-1,-1
ant,Andrew Tyler,1,5,2,-1,1,-1,-1,-1
tsn,Tim Shou Nielsen,1,5,2,-1,1,-1,-1,73
thba,The Battle,1,5,2,-1,1,-1,23,-1
remi,95 Remixes,1,5,2,-1,1,-1,-1,-1
remin,re:mind,1,5,2,-1,1,-1,16,-1
jug,Justus Großkreutz,1,5,2,-1,1,-1,-1,-1
chl,Christopher Lis,1,5,2,-1,1,-1,-1,-1
dam,Darius Michalski,1,5,2,-1,1,-1,-1,-1
gic,Giovanni Casu,1,5,2,-1,1,-1,34,1860
rar,Ray Aitatus-Richardson,1,5,2,-1,1,-1,-1,-1
chn,Chris Nowack,1,5,2,-1,1,-1,-1,-1
rab ,Ray Bryan,1,5,2,-1,1,-1,16008,15300
cab,Carmen Brown,1,5,1,-1,1,-1,168,1512
jet,Jermaine Theodore,1,5,2,-1,1,-1,4932,25500
coo,Cornelius Osei,1,5,2,-1,1,-1,-1,-1
ajf,Andreas J. Fulton,1,5,2,-1,1,-1,45,712
jaic,Jaican,1,5,2,-1,1,-1,3288,-1
satu,Sahr Tucker,1,5,2,-1,1,-1,8931,7702
cht,Chad Thomas,1,5,2,-1,1,-1,19,-1
jcw,Jean-Cyrille Wittman,1,5,2,-1,1,-1,93849,2617
fere,Felix Reimann,1,5,2,-1,1,-1,56,-1
mok,Moritz Kochs,1,5,2,-1,1,-1,13634,5448
adp,Adam Piastowski,1,5,2,-1,1,-1,-1,-1
se,Staffel 1,2,6,-1,-1,-1,-1,-1,-1
sz,Staffel 2,2,6,-1,-1,-1,-1,-1,-1
sd,Staffel 3,2,6,-1,-1,-1,-1,-1,-1
sv,Staffel 4,2,6,-1,-1,-1,-1,-1,-1
sf,Staffel 5,2,6,-1,-1,-1,-1,-1,-1
ss,Staffel 6,2,6,-1,-1,-1,-1,-1,-1
ssi,Staffel 7,2,6,-1,-1,-1,-1,-1,-1
sa,Staffel 8,2,6,-1,-1,-1,-1,-1,-1
sn,Staffel 9,2,6,-1,-1,-1,-1,-1,-1
sze,Staffel 10,2,6,-1,-1,-1,-1,-1,-1
sel,Staffel 11,2,6,-1,-1,-1,-1,-1,-1
szw,Staffel 12,2,6,-1,-1,-1,-1,-1,-1
sdr,Staffel 13,2,6,-1,-1,-1,-1,-1,-1
